mHistId,dHistId,cAbbreviation,mId,mLongName,mShortName,mEntryMode,mStatus,mAdmissionNumber,mAdmissionMode,mAdmissionDate,mAbolitionNumber,mAbolitionMode,mAbolitionDate,mDateOfChange
14373,10028,VD,5790,Maracon,Maracon,Municipality,1,2173,Change of area,2003-01-01,2619,Reassignment to other d/c,2006-08-31,2006-08-31
14374,10259,GR,3705,Donat,Donat,Municipality,1,2174,Change of area,2003-01-01,3569,Reassignment to other d/c,2016-12-31,2016-12-31
14375,10023,AG,4100,Hausen (AG),Hausen (AG),Municipality,1,2175,Change of name (m),2003-01-01,NA,NA,NA,2003-01-01
14376,10023,AG,4114,Schinznach-Bad,Schinznach-Bad,Municipality,1,2176,Change of name (m),2003-01-01,3927,Abolition,2019-12-31,2019-12-31
14377,10023,AG,4115,Schinznach-Dorf,Schinznach-Dorf,Municipality,1,2177,Change of name (m),2003-01-01,3423,Abolition,2013-12-31,2013-12-31
14378,10266,SG,3201,Häggenschwil,Häggenschwil,Municipality,1,2178,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14379,10266,SG,3202,Muolen,Muolen,Municipality,1,2179,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14380,10266,SG,3203,St. Gallen,St. Gallen,Municipality,1,2180,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14381,10266,SG,3204,Wittenbach,Wittenbach,Municipality,1,2181,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14382,10265,SG,3211,Berg (SG),Berg (SG),Municipality,1,2182,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14383,10266,SG,3212,Eggersriet,Eggersriet,Municipality,1,2183,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14384,10265,SG,3213,Goldach,Goldach,Municipality,1,2184,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14385,10265,SG,3214,Mörschwil,Mörschwil,Municipality,1,2185,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14386,10265,SG,3215,Rorschach,Rorschach,Municipality,1,2186,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14387,10265,SG,3216,Rorschacherberg,Rorschacherberg,Municipality,1,2187,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14388,10265,SG,3217,Steinach,Steinach,Municipality,1,2188,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14389,10265,SG,3218,Tübach,Tübach,Municipality,1,2189,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14390,10265,SG,3219,Untereggen,Untereggen,Municipality,1,2190,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14391,10271,SG,3231,Au (SG),Au (SG),Municipality,1,2191,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14392,10271,SG,3232,Balgach,Balgach,Municipality,1,2192,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14393,10271,SG,3233,Berneck,Berneck,Municipality,1,2193,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14394,10271,SG,3234,Diepoldsau,Diepoldsau,Municipality,1,2194,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14395,10271,SG,3235,Rheineck,Rheineck,Municipality,1,2195,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14396,10271,SG,3236,St. Margrethen,St. Margrethen,Municipality,1,2196,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14397,10265,SG,3237,Thal,Thal,Municipality,1,2197,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14398,10271,SG,3238,Widnau,Widnau,Municipality,1,2198,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14399,10271,SG,3251,Altstätten,Altstätten,Municipality,1,2199,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14400,10271,SG,3252,Eichberg,Eichberg,Municipality,1,2200,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14401,10271,SG,3253,Marbach (SG),Marbach (SG),Municipality,1,2201,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14402,10271,SG,3254,Oberriet (SG),Oberriet (SG),Municipality,1,2202,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14403,10271,SG,3255,Rebstein,Rebstein,Municipality,1,2203,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14404,10271,SG,3256,Rüthi (SG),Rüthi (SG),Municipality,1,2204,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14405,10267,SG,3271,Buchs (SG),Buchs (SG),Municipality,1,2205,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14406,10267,SG,3272,Gams,Gams,Municipality,1,2206,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14407,10267,SG,3273,Grabs,Grabs,Municipality,1,2207,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14408,10267,SG,3274,Sennwald,Sennwald,Municipality,1,2208,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14409,10267,SG,3275,Sevelen,Sevelen,Municipality,1,2209,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14410,10267,SG,3276,Wartau,Wartau,Municipality,1,2210,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14411,10269,SG,3291,Bad Ragaz,Bad Ragaz,Municipality,1,2211,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14412,10269,SG,3292,Flums,Flums,Municipality,1,2212,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14413,10269,SG,3293,Mels,Mels,Municipality,1,2213,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14414,10269,SG,3294,Pfäfers,Pfäfers,Municipality,1,2214,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14415,10269,SG,3295,Quarten,Quarten,Municipality,1,2215,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14416,10269,SG,3296,Sargans,Sargans,Municipality,1,2216,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14417,10269,SG,3297,Vilters-Wangs,Vilters-Wangs,Municipality,1,2217,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14418,10269,SG,3298,Walenstadt,Walenstadt,Municipality,1,2218,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14419,10270,SG,3311,Amden,Amden,Municipality,1,2219,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14420,10270,SG,3312,Benken (SG),Benken (SG),Municipality,1,2220,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14421,10270,SG,3313,Kaltbrunn,Kaltbrunn,Municipality,1,2221,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14422,10270,SG,3314,Rieden,Rieden,Municipality,1,2222,Reassignment to other d/c,2003-01-01,3384,Abolition,2012-12-31,2012-12-31
14423,10270,SG,3315,Schänis,Schänis,Municipality,1,2223,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14424,10270,SG,3316,Weesen,Weesen,Municipality,1,2224,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14425,10270,SG,3331,Ernetschwil,Ernetschwil,Municipality,1,2225,Reassignment to other d/c,2003-01-01,3384,Abolition,2012-12-31,2012-12-31
14426,10270,SG,3332,Eschenbach (SG),Eschenbach (SG),Municipality,1,2226,Reassignment to other d/c,2003-01-01,3385,Abolition,2012-12-31,2012-12-31
14427,10270,SG,3333,Goldingen,Goldingen,Municipality,1,2227,Reassignment to other d/c,2003-01-01,3385,Abolition,2012-12-31,2012-12-31
14428,10270,SG,3334,Gommiswald,Gommiswald,Municipality,1,2228,Reassignment to other d/c,2003-01-01,3384,Abolition,2012-12-31,2012-12-31
14429,10270,SG,3335,Jona,Jona,Municipality,1,2229,Reassignment to other d/c,2003-01-01,2724,Abolition,2006-12-31,2006-12-31
14430,10270,SG,3336,Rapperswil (SG),Rapperswil (SG),Municipality,1,2230,Reassignment to other d/c,2003-01-01,2724,Abolition,2006-12-31,2006-12-31
14431,10270,SG,3337,St. Gallenkappel,St. Gallenkappel,Municipality,1,2231,Reassignment to other d/c,2003-01-01,3385,Abolition,2012-12-31,2012-12-31
14432,10270,SG,3338,Schmerikon,Schmerikon,Municipality,1,2232,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14433,10270,SG,3339,Uznach,Uznach,Municipality,1,2233,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14434,10264,SG,3351,Alt St. Johann,Alt St. Johann,Municipality,1,2234,Reassignment to other d/c,2003-01-01,3163,Abolition,2009-12-31,2009-12-31
14435,10264,SG,3352,Ebnat-Kappel,Ebnat-Kappel,Municipality,1,2235,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14436,10264,SG,3354,Krummenau,Krummenau,Municipality,1,2236,Reassignment to other d/c,2003-01-01,2315,Abolition,2004-12-31,2004-12-31
14437,10264,SG,3355,Nesslau,Nesslau,Municipality,1,2237,Reassignment to other d/c,2003-01-01,2315,Abolition,2004-12-31,2004-12-31
14438,10264,SG,3356,Stein (SG),Stein (SG),Municipality,1,2238,Reassignment to other d/c,2003-01-01,3386,Abolition,2012-12-31,2012-12-31
14439,10264,SG,3357,Wildhaus,Wildhaus,Municipality,1,2239,Reassignment to other d/c,2003-01-01,3163,Abolition,2009-12-31,2009-12-31
14440,10264,SG,3371,Brunnadern,Brunnadern,Municipality,1,2240,Reassignment to other d/c,2003-01-01,2748,Abolition,2008-12-31,2008-12-31
14441,10264,SG,3372,Hemberg,Hemberg,Municipality,1,2241,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14442,10264,SG,3373,Krinau,Krinau,Municipality,1,2242,Reassignment to other d/c,2003-01-01,3387,Abolition,2012-12-31,2012-12-31
14443,10264,SG,3374,Lichtensteig,Lichtensteig,Municipality,1,2243,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14444,10264,SG,3375,Oberhelfenschwil,Oberhelfenschwil,Municipality,1,2244,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14445,10264,SG,3376,St. Peterzell,St. Peterzell,Municipality,1,2245,Reassignment to other d/c,2003-01-01,2748,Abolition,2008-12-31,2008-12-31
14446,10264,SG,3377,Wattwil,Wattwil,Municipality,1,2246,Reassignment to other d/c,2003-01-01,3387,Abolition,2012-12-31,2012-12-31
14447,10264,SG,3391,Bütschwil,Bütschwil,Municipality,1,2247,Reassignment to other d/c,2003-01-01,3388,Abolition,2012-12-31,2012-12-31
14448,10264,SG,3392,Kirchberg (SG),Kirchberg (SG),Municipality,1,2248,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14449,10264,SG,3393,Lütisburg,Lütisburg,Municipality,1,2249,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14450,10264,SG,3394,Mosnang,Mosnang,Municipality,1,2250,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14451,10268,SG,3401,Degersheim,Degersheim,Municipality,1,2251,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14452,10268,SG,3402,Flawil,Flawil,Municipality,1,2252,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14453,10264,SG,3403,Ganterschwil,Ganterschwil,Municipality,1,2253,Reassignment to other d/c,2003-01-01,3388,Abolition,2012-12-31,2012-12-31
14454,10268,SG,3405,Jonschwil,Jonschwil,Municipality,1,2254,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14455,10264,SG,3406,Mogelsberg,Mogelsberg,Municipality,1,2255,Reassignment to other d/c,2003-01-01,2748,Abolition,2008-12-31,2008-12-31
14456,10268,SG,3407,Oberuzwil,Oberuzwil,Municipality,1,2256,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14457,10268,SG,3408,Uzwil,Uzwil,Municipality,1,2257,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14458,10268,SG,3421,Bronschhofen,Bronschhofen,Municipality,1,2258,Reassignment to other d/c,2003-01-01,3389,Abolition,2012-12-31,2012-12-31
14459,10268,SG,3422,Niederbüren,Niederbüren,Municipality,1,2259,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14460,10268,SG,3423,Niederhelfenschwil,Niederhelfenschwil,Municipality,1,2260,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14461,10268,SG,3424,Oberbüren,Oberbüren,Municipality,1,2261,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14462,10268,SG,3425,Wil (SG),Wil (SG),Municipality,1,2262,Reassignment to other d/c,2003-01-01,3389,Abolition,2012-12-31,2012-12-31
14463,10268,SG,3426,Zuzwil (SG),Zuzwil (SG),Municipality,1,2263,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14464,10266,SG,3441,Andwil (SG),Andwil (SG),Municipality,1,2264,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14465,10266,SG,3442,Gaiserwald,Gaiserwald,Municipality,1,2265,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14466,10266,SG,3443,Gossau (SG),Gossau (SG),Municipality,1,2266,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14467,10266,SG,3444,Waldkirch,Waldkirch,Municipality,1,2267,Reassignment to other d/c,2003-01-01,NA,NA,NA,2003-01-01
14468,10125,VS,6181,Riederalp,Riederalp,Municipality,1,2268,Creation,2003-11-01,NA,NA,NA,2003-11-01
14469,10099,SO,2477,Metzerlen-Mariastein,Metzerlen-Mariastein,Municipality,1,2269,Change of name (m),2004-01-01,NA,NA,NA,2004-01-01
14470,10272,SZ,1331,Küssnacht (SZ),Küssnacht (SZ),Municipality,1,2270,Change of name (m),2004-01-01,NA,NA,NA,2004-01-01
14471,10213,BE,632,Wichtrach,Wichtrach,Municipality,1,2271,Creation,2004-01-01,3042,Reassignment to other d/c,2009-12-31,2009-12-31
14472,10248,BE,888,Wald (BE),Wald (BE),Municipality,1,2272,Creation,2004-01-01,3076,Reassignment to other d/c,2009-12-31,2009-12-31
14473,10109,GL,1614,Luchsingen,Luchsingen,Municipality,1,2273,Change of area,2004-01-01,3180,Abolition,2010-12-31,2010-12-31
14474,10107,FR,2050,Les Montets,Les Montets,Municipality,1,2274,Creation,2004-01-01,NA,NA,NA,2004-01-01
14475,10107,FR,2029,Montagny (FR),Montagny (FR),Municipality,1,2275,Change of area,2004-01-01,NA,NA,NA,2004-01-01
14476,10106,FR,2087,Mézières (FR),Mézières (FR),Municipality,1,2276,Change of area,2004-01-01,NA,NA,NA,2004-01-01
14477,10106,FR,2099,Siviriez,Siviriez,Municipality,1,2277,Change of area,2004-01-01,NA,NA,NA,2004-01-01
14478,10106,FR,2115,Torny,Torny,Municipality,1,2278,Creation,2004-01-01,NA,NA,NA,2004-01-01
14479,10105,FR,2162,Bas-Intyamon,Bas-Intyamon,Municipality,1,2279,Creation,2004-01-01,NA,NA,NA,2004-01-01
14480,10106,FR,2113,Vuisternens-devant-Romont,Vuisternens-dev-Romont,Municipality,1,2280,Change of area,2004-01-01,NA,NA,NA,2004-01-01
14481,10104,FR,2235,La Sonnaz,La Sonnaz,Municipality,1,2281,Creation,2004-01-01,NA,NA,NA,2004-01-01
14482,10101,FR,2337,Le Flon,Le Flon,Municipality,1,2282,Creation,2004-01-01,NA,NA,NA,2004-01-01
14483,10101,FR,2338,La Verrerie,La Verrerie,Municipality,1,2283,Creation,2004-01-01,NA,NA,NA,2004-01-01
14484,10101,FR,2335,Saint-Martin (FR),Saint-Martin (FR),Municipality,1,2284,Change of area,2004-01-01,NA,NA,NA,2004-01-01
14485,10090,SH,2920,Thayngen,Thayngen,Municipality,1,2285,Change of area,2004-01-01,2746,Change of area,2008-12-31,2008-12-31
14486,10103,FR,2391,Staatswald Galm,Staatswald Galm,Area not allocated to mun.,1,2286,Formal renumbering,2004-01-01,NA,NA,NA,2004-01-01
14487,10007,TI,5391,C'za Medeglia/Robasacco,C'za Medeglia/Robasacco,Area not allocated to mun.,1,2287,Formal renumbering,2004-01-01,2318,Change of name (m),2005-03-12,2005-03-12
14488,10003,TI,5392,C'za Bidogno/Capriasca/Corticiasca,C'za Bid./Capri./Cortic.,Area not allocated to mun.,1,2288,Formal renumbering,2004-01-01,2737,Abolition,2008-04-19,2008-04-19
14489,10003,TI,5393,C'za Capriasca/Lugaggia,C'za Capriasca/Lugagg.,Area not allocated to mun.,1,2289,Formal renumbering,2004-01-01,2737,Abolition,2008-04-19,2008-04-19
14490,10003,TI,5394,C'za Corticiasca/Valcolla,C'za Corticiasca/Valc.,Area not allocated to mun.,1,2290,Formal renumbering,2004-01-01,2738,Change of name (m),2008-04-19,2008-04-19
14491,10032,VS,6391,Kommunanz Gluringen/Grafschaft,Kom. Gluringen/Grafsch.,Area not allocated to mun.,1,2291,Formal renumbering,2004-01-01,2304,Change of name (m),2004-09-30,2004-09-30
14492,10006,TI,5048,Acquarossa,Acquarossa,Municipality,1,2292,Creation,2004-04-04,NA,NA,NA,2004-04-04
14493,10003,TI,5192,Lugano,Lugano,Municipality,1,2293,Change of area,2004-04-04,2736,Change of area,2008-04-19,2008-04-19
14494,10002,TI,5254,Mendrisio,Mendrisio,Municipality,1,2294,Change of area,2004-04-04,2770,Change of area,2009-04-04,2009-04-04
14495,10042,TI,5317,Maggia,Maggia,Municipality,1,2295,Change of area,2004-04-04,NA,NA,NA,2004-04-04
14496,10003,TI,5151,Bioggio,Bioggio,Municipality,1,2296,Change of area,2004-04-04,2739,Change of area,2008-04-19,2008-04-19
14497,10042,TI,5323,Lavizzara,Lavizzara,Municipality,1,2297,Creation,2004-04-04,NA,NA,NA,2004-04-04
14498,10003,TI,5236,Collina d'Oro,Collina d'Oro,Municipality,1,2298,Creation,2004-04-04,3292,Change of area,2012-03-31,2012-03-31
14499,10002,TI,5249,Castel San Pietro,Castel San Pietro,Municipality,1,2299,Change of area,2004-04-04,NA,NA,NA,2004-04-04
14500,10002,TI,5246,Caneggio,Caneggio,Municipality,1,2299,Change of area,2004-04-04,2772,Abolition,2009-10-24,2009-10-24
14501,10063,LU,1081,Beromünster,Beromünster,Municipality,1,2300,Change of area,2004-09-01,2744,Change of area,2008-12-31,2008-12-31
14502,10032,VS,6074,Münster-Geschinen,Münster-Geschinen,Municipality,1,2301,Creation,2004-10-01,3577,Abolition,2016-12-31,2016-12-31
14503,10032,VS,6075,Reckingen-Gluringen,Reckingen-Gluringen,Municipality,1,2302,Creation,2004-10-01,3577,Abolition,2016-12-31,2016-12-31
14504,10032,VS,6056,Ernen,Ernen,Municipality,1,2303,Change of area,2004-10-01,NA,NA,NA,2004-10-01
14505,10032,VS,6391,Kommunanz Reckingen-Gluringen/Grafschaft,Kom. Reck.-Glu./Grafsch.,Area not allocated to mun.,1,2304,Change of name (m),2004-10-01,3577,Abolition,2016-12-31,2016-12-31
14506,10056,BE,371,Biel/Bienne,Biel/Bienne,Municipality,1,2305,Change of name (m),2005-01-01,2826,Reassignment to other d/c,2009-12-31,2009-12-31
14507,10063,LU,1104,Triengen,Triengen,Municipality,1,2306,Change of area,2005-01-01,2745,Change of area,2008-12-31,2008-12-31
14508,10065,LU,1039,Römerswil,Römerswil,Municipality,1,2307,Change of area,2005-01-01,3330,Reassignment to other d/c,2012-12-31,2012-12-31
14509,10107,FR,2009,Cheiry,Cheiry,Municipality,1,2308,Change of area,2005-01-01,3936,Abolition,2020-12-31,2020-12-31
14510,10107,FR,2011,Cugy (FR),Cugy (FR),Municipality,1,2309,Change of area,2005-01-01,NA,NA,NA,2005-01-01
14511,10107,FR,2051,Delley-Portalban,Delley-Portalban,Municipality,1,2310,Creation,2005-01-01,NA,NA,NA,2005-01-01
14512,10107,FR,2044,Surpierre,Surpierre,Municipality,1,2311,Change of area,2005-01-01,3459,Change of area,2016-12-31,2016-12-31
14513,10106,FR,2116,La Folliaz,La Folliaz,Municipality,1,2312,Creation,2005-01-01,3924,Abolition,2019-12-31,2019-12-31
14514,10103,FR,2262,Gurmels,Gurmels,Municipality,1,2313,Change of area,2005-01-01,NA,NA,NA,2005-01-01
14515,10086,SH,2974,Wilchingen,Wilchingen,Municipality,1,2314,Change of area,2005-01-01,NA,NA,NA,2005-01-01
14516,10264,SG,3358,Nesslau-Krummenau,Nesslau-Krummenau,Municipality,1,2315,Creation,2005-01-01,3386,Abolition,2012-12-31,2012-12-31
14517,10036,VD,5928,Rovray,Rovray,Municipality,1,2316,Change of area,2005-01-01,2705,Reassignment to other d/c,2006-08-31,2006-08-31
14518,10007,TI,5003,Cadenazzo,Cadenazzo,Municipality,1,2317,Change of area,2005-03-13,NA,NA,NA,2005-03-13
14519,10003,TI,5237,Alto Malcantone,Alto Malcantone,Municipality,1,2319,Creation,2005-03-13,NA,NA,NA,2005-03-13
14520,10007,TI,5391,C'za Medeglia/Cadenazzo,C'za Medeglia/Cadenazzo,Area not allocated to mun.,1,2318,Change of name (m),2005-03-13,3175,Change of name (m),2010-11-20,2010-11-20
14521,10062,LU,1125,Dagmersellen,Dagmersellen,Municipality,1,2320,Change of area,2006-01-01,3353,Reassignment to other d/c,2012-12-31,2012-12-31
14522,10062,LU,1128,Ettiswil,Ettiswil,Municipality,1,2321,Change of area,2006-01-01,3356,Reassignment to other d/c,2012-12-31,2012-12-31
14523,10062,LU,1151,Willisau,Willisau,Municipality,1,2322,Creation,2006-01-01,3371,Reassignment to other d/c,2012-12-31,2012-12-31
14524,10062,LU,1140,Reiden,Reiden,Municipality,1,2323,Change of area,2006-01-01,3365,Reassignment to other d/c,2012-12-31,2012-12-31
14525,10107,FR,2052,Vernay,Vernay,Municipality,1,2324,Creation,2006-01-01,3457,Abolition,2016-12-31,2016-12-31
14526,10107,FR,2025,Lully (FR),Lully (FR),Municipality,1,2325,Change of area,2006-01-01,NA,NA,NA,2006-01-01
14527,10106,FR,2112,Vuarmarens,Vuarmarens,Municipality,1,2326,Change of area,2006-01-01,3281,Abolition,2011-12-31,2011-12-31
14528,10105,FR,2125,Bulle,Bulle,Municipality,1,2328,Change of area,2006-01-01,NA,NA,NA,2006-01-01
14529,10103,FR,2276,Ried bei Kerzers,Ried bei Kerzers,Municipality,1,2329,Change of area,2006-01-01,NA,NA,NA,2006-01-01
14530,10105,FR,2123,Botterens,Botterens,Municipality,1,2327,Change of area,2006-01-01,NA,NA,NA,2006-01-01
14531,10084,SO,2503,Erlinsbach (SO),Erlinsbach (SO),Municipality,1,2330,Creation,2006-01-01,NA,NA,NA,2006-01-01
14532,10259,GR,3694,Splügen,Splügen,Municipality,1,2331,Change of area,2006-01-01,3565,Reassignment to other d/c,2016-12-31,2016-12-31
14533,10026,AG,4005,Erlinsbach (AG),Erlinsbach (AG),Municipality,1,2332,Change of name (m),2006-01-01,NA,NA,NA,2006-01-01
14534,10025,AG,4049,Ehrendingen,Ehrendingen,Municipality,1,2333,Creation,2006-01-01,NA,NA,NA,2006-01-01
14535,10023,AG,4121,Villigen,Villigen,Municipality,1,2334,Change of area,2006-01-01,NA,NA,NA,2006-01-01
14536,10005,TI,5072,Faido,Faido,Municipality,1,2335,Change of area,2006-01-29,3291,Change of area,2012-03-31,2012-03-31
14537,10109,GL,1610,Haslen,Haslen,Municipality,1,2336,Change of area,2006-07-01,3180,Abolition,2010-12-31,2010-12-31
14538,10052,VD,5451,Avenches,Avenches,Municipality,1,2337,Change of area,2006-07-01,2371,Reassignment to other d/c,2006-08-31,2006-08-31
14539,10041,VD,5830,Villarzel,Villarzel,Municipality,1,2338,Change of area,2006-07-01,2649,Reassignment to other d/c,2006-08-31,2006-08-31
14540,10273,VD,5401,Aigle,Aigle,Municipality,1,2339,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14541,10273,VD,5402,Bex,Bex,Municipality,1,2340,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14542,10274,VD,5830,Villarzel,Villarzel,Municipality,1,2649,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14543,10274,VD,5451,Avenches,Avenches,Municipality,1,2371,Reassignment to other d/c,2006-09-01,3268,Change of area,2011-06-30,2011-06-30
14544,10276,VD,5928,Rovray,Rovray,Municipality,1,2705,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14545,10278,VD,5790,Maracon,Maracon,Municipality,1,2619,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14546,10274,VD,5456,Cudrefin,Cudrefin,Municipality,1,2375,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14547,10275,VD,5487,Lussery-Villars,Lussery-Villars,Municipality,1,2398,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14548,10276,VD,5938,Yverdon-les-Bains,Yverdon-les-Bains,Municipality,1,2715,Reassignment to other d/c,2006-09-01,3278,Change of area,2011-06-30,2011-06-30
14549,10276,VD,5761,Romainmôtier-Envy,Romainmôtier-Envy,Municipality,1,2604,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14550,10282,VD,5886,Montreux,Montreux,Municipality,1,2674,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14551,10279,VD,5625,Bussy-Chardonney,Bussy-Chardonney,Municipality,1,2491,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14552,10275,VD,5512,Bercher,Bercher,Municipality,1,2415,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14553,10276,VD,5760,Rances,Rances,Municipality,1,2603,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14554,10275,VD,5796,Peney-le-Jorat,Peney-le-Jorat,Municipality,1,2625,Reassignment to other d/c,2006-09-01,3272,Abolition,2011-06-30,2011-06-30
14555,10275,VD,5495,Penthalaz,Penthalaz,Municipality,1,2406,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14556,10275,VD,5496,Penthaz,Penthaz,Municipality,1,2407,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14557,10275,VD,5531,Penthéréaz,Penthéréaz,Municipality,1,2434,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14558,10280,VD,5860,Perroy,Perroy,Municipality,1,2662,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14559,10275,VD,5682,Peyres-Possens,Peyres-Possens,Municipality,1,2542,Reassignment to other d/c,2006-09-01,3395,Abolition,2012-12-31,2012-12-31
14560,10274,VD,5822,Payerne,Payerne,Municipality,1,2643,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14561,10279,VD,5433,Pizy,Pizy,Municipality,1,2366,Reassignment to other d/c,2006-09-01,3267,Abolition,2011-06-30,2011-06-30
14562,10275,VD,5529,Oulens-sous-Echallens,Oulens-sous-Echallens,Municipality,1,2432,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14563,10276,VD,5925,Orzens,Orzens,Municipality,1,2702,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14564,10274,VD,5681,Oulens-sur-Lucens,Oulens-sur-Lucens,Municipality,1,2541,Reassignment to other d/c,2006-09-01,3276,Abolition,2011-06-30,2011-06-30
14565,10275,VD,5530,Pailly,Pailly,Municipality,1,2433,Reassignment to other d/c,2006-09-01,NA,NA,NA,2006-09-01
14566,10278,VD,5795,Palézieux,Palézieux,Municipality,1,2624,Reassignment to other d/c,2006-09-01,3286,Abolition,2011-12-31,2011-12-31
